Text 1	Text 2	Text 3	Sound 3	Picture 3	Text 4	Sound 4	Category 1	Text 6	Text 5	Extra Info
傻|shǎ|0	<size 1.7><center>傻</center></size>	<center><font size=6>shǎ|idiot</font></center>	3cc5bb273d394f4ee981ea996cfe4e55.m4a				0		傻	<font size=12>傻</font> (shǎ)|Mots associés :|傻逼 [shǎbī] idiot, con
傻逼|shǎbī|0	<size 1.7><center>傻逼</center></size>	<center><font size=6>shǎbī|idiot, con</font></center>	102f437b67b5c1db39816a7cd540f1b6.m4a				0		傻逼	<font size=12>傻逼</font> (shǎbī)||Mots associés :|傻　 [shǎ] idiot|牛逼 [niúbī] awesome (anglais)…
兄弟|xiōngdì|0	<size 1.7><center>兄弟</center></size>	<font size=5>xiōngdì|frères</font>|<font size=4><i>« &#74;&#101; &#110;'&#97;&#105; &#110;&#105; &#102;&#114;&#232;&#114;&#101; &#110;&#105; &#115;&#339;&#117;&#114;. »</i></font>	1ba28498f147b37e18b018db0c0287af.m4a		|<font size=9>&#25105;&#27809;&#26377;<color yellow>&#20804;&#24351;</color>&#22992;&#22969;。</font>	124e040db6bff25f758d6e3d26594ea5.m4a	1		兄弟	<font size=12>兄弟</font> (xiōngdì)||Mots associés :|弟弟 [dìdi] petit frère
八|bā|0	<size 1.7><center>八</center></size>	<center><font size=6>bā|(clé 12)</font></center>	3b52cd47c585461ebdd3d42342fcd88d.m4a	pic-hand8.jpg			0		八	<font size=12>八</font> (bā)|
六|liù|0	<size 1.7><center>六</center></size>	<font size=5>liù|</font>|<font size=4><i>« &#76;'&#233;&#99;&#111;&#108;&#101; &#97; &#99;&#101;&#110;&#116; &#115;&#111;&#105;&#120;&#97;&#110;&#116;&#101;-&#115;&#101;&#112;&#116; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#115;. »</i></font>	080327981402a9c39ba4f1f86227374b.m4a	pic-hand6.jpg	|<font size=9>&#23398;&#26657;&#37324;&#26377;&#19968;&#30334;<color yellow>&#20845;</color>&#21313;&#19971;&#20010;&#23398;&#29983;。</font>	01d8951379b71fb9942a075231c159da.m4a	1		六	<font size=12>六</font> (liù)|Mots associés :|星期六 [xīngqīliù] samedi
再|zài|0	<size 1.7><center>再</center></size>	<center><font size=6>zài|encore (dans l'avenir)</font></center>	417dcf99eb00088566f3fc39c5da1019.m4a				0		再	<font size=12>再</font> (zài)|Mots associés :|再见 [zàijiàn] au revoir
再见|zàijiàn|0	<size 1.7><center>再见</center></size>	<center><font size=6>zàijiàn|au revoir</font></center>	1dda2c618010a0bdee9c28c14b3f3a96.m4a				0		再见	<font size=12>再见</font> (zàijiàn)||Mots associés :|再 [zài] encore (dans l'avenir)|见 [jiàn] voir
几|jǐ|0	<size 1.7><center>几</center></size>	<font size=5>jǐ|combien? (petit nombre)</font>|<font size=4><i>« &#84;&#117; &#97;&#115; &#113;&#117;&#101;&#108; &#226;&#103;&#101;? (&#102;&#97;&#109;&#105;&#108;&#105;&#101;&#114;, &#111;&#117; &#101;&#110;&#102;&#97;&#110;&#116;) »</i></font>	190036b16b6d5598d8f8e70524e7c63b.m4a		|<font size=9>&#20320;<color yellow>&#20960;</color>&#23681;？</font>	9a0fed8a53a14960096365d88a0e5c13.m4a	1		几	<font size=12>几</font> (jǐ)|Mots associés :|几个 [jǐgè] combien (petit nombr…
几个|jǐgè|0	<size 1.7><center>几个</center></size>	<font size=5>jǐgè|combien (petit nombre)</font>|<font size=4><i>« &#73;&#108; &#121; &#97; &#99;&#111;&#109;&#98;&#105;&#101;&#110; &#100;&#101; &#112;&#101;&#114;&#115;&#111;&#110;&#110;&#101;&#115; &#100;&#97;&#110;&#115; &#116;&#97; &#102;&#97;&#109;&#105;&#108;&#108;&#101; ? »</i></font>	2002d30172707007ddf84747f6b550fb.m4a		|<font size=9>&#20320;&#30340;&#23478;&#37324;&#26377;<color yellow>&#20960;&#20010;</color>&#20154;？</font>	868e30f7b6c9bafca03416ed837960d6.m4a	1		几个	<font size=12>几个</font> (jǐgè)||Mots associés :|几　　 [jǐ] combien? (petit nombr…|十个月 [shígèyuè] dix mois|个　　 [gè] {spécificatif général…
出生|chūshēng|0	<size 1.7><center>出生</center></size>	<font size=5>chūshēng|naître</font>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#110;&#233;(&#101;) &#108;&#101; 2 &#106;&#117;&#105;&#110; 1995. »</i></font>	f034418a25305db8f5827f21b3aa0751.m4a		|<font size=9>&#25105;<color yellow>&#20986;&#29983;</color>&#20110;&#19968;&#20061;&#20061;&#20116;&#24180;&#20845;&#26376;&#20108;&#26085;。</font>	9f2d544c328d1f6cc3f07bd42f5bb67d.m4a	1		出生	<font size=12>出生</font> (chūshēng)||Mots associés :|大学生 [dàxuéshēng] étudiant(e)|生日　 [shēngrì] date de naissanc…|学生　 [xuéshéng] étudiant, élève
十|shí|0	<size 1.7><center>十</center></size>	<font size=5>shí|(clé 24)</font>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>	9fc4642cde210842bd0f308e24448775.m4a	pic-hand10.jpg	|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;<color yellow>&#21313;</color>&#26376;<color yellow>&#21313;</color>&#20061;&#26085;</font>	f3965389c1f5148ab6834da37278db0f.m4a	1		十	<font size=12>十</font> (shí)|Mots associés :|十月　 [shíyuè] octobre|十个月 [shígèyuè] dix mois
十个月|shígèyuè|0	<size 1.7><center>十个月</center></size>	<center><font size=6>shígèyuè|dix mois</font></center>	b91673cdf625f0c79bdd3076e83a70c2.m4a				0		十个月	<font size=12>十个月</font> (shígèyuè)||Mots associés :|十　 [shí] (clé 24)|十月 [shíyuè] octobre|几个 [jǐgè] combien (petit nombr…|个　 [gè] {spécificatif général}|月　 [yuè] mois, lune|月亮 [yuèliàng] la lune
十月|shíyuè|0	<size 1.7><center>十月</center></size>	<font size=5>shíyuè|octobre</font>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>	40430ae94ddc022adf1f8b2b4c206010.m4a		|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;<color yellow>&#21313;&#26376;</color>&#21313;&#20061;&#26085;</font>	f3965389c1f5148ab6834da37278db0f.m4a	1		十月	<font size=12>十月</font> (shíyuè)||Mots associés :|十　　 [shí] (clé 24)|十个月 [shígèyuè] dix mois|月　　 [yuè] mois, lune|月亮　 [yuèliàng] la lune
双|shuāng|0	<size 1.7><center>双</center></size>	<center><font size=6>shuāng|double</font></center>	22c6133689e82d39e96e3512f6b8e4da.m4a				0		双	<font size=12>双</font> (shuāng)|Mots associés :|双胞胎 [shuāngbāotāi] jumeaux…
双胞胎|shuāngbāotāi|0	<size 1.7><center>双胞胎</center></size>	<font size=5>shuāngbāotāi|jumeaux, jumelles</font>|<font size=4><i>« &#83;&#97; (&#112;&#101;&#116;&#105;&#116;&#101;) &#115;&#339;&#117;&#114; &#106;&#117;&#109;&#101;&#108;&#108;&#101; &#110;'&#97; &#112;&#97;&#115; &#100;&#101; &#116;&#114;&#97;&#118;&#97;&#105;&#108;, &#101;&#108;&#108;&#101; &#101;&#115;&#116; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#101;. »</i></font>	2ba3aa7df54e2d80d71fded3c31ad137.m4a		|<font size=9>&#20182;&#30340;<color yellow>&#21452;&#32990;&#32974;</color>&#22969;&#22969;&#27809;&#26377;&#24037;&#20316;，&#22905;&#26159;&#22823;&#23398;&#29983;。</font>	39794e975b850ea5bafefe7f5d8bb634.m4a	1		双胞胎	<font size=12>双胞胎</font> (shuāngbāotāi)||Mots associés :|双 [shuāng] double
叫|jiào|0	<size 1.7><center>叫</center></size>	<font size=5>jiào|s'appeler</font>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; [&#224; &#116;&#111;&#105;], &#106;&#101; &#109;'&#97;&#112;&#112;&#101;&#108;&#108;&#101; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>	ea5a1b74a047bfbb5cd63ca59fb4f38b.m4a		|<font size=9>&#20320;&#22909;，&#25105;<color yellow>&#21483;</color>&#21016;&#23143;&#23047;。</font>	e467bc18f40616ea5db7482331a8b249.m4a	1		叫	<font size=12>叫</font> (jiào)|
号|hào|0	||<center><font size=9>号</font></center>|<font size=4>▸ ...<color gray>|▸ &#110;&#117;&#109;&#233;&#114;&#111;</font></color>	<font size=5>hào|jour du mois, suffixe ordinal</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#115;&#111;&#109;&#109;&#101;&#115; &#108;&#101; 23 &#110;&#111;&#118;&#101;&#109;&#98;&#114;&#101; 2015 &#97;&#117;&#106;&#111;&#117;&#114;&#100;'&#104;&#117;&#105;, &#108;&#117;&#110;&#100;&#105;. »</i></font>	7125f87f85ba82fcc053aa24ef3f73f4.m4a		|<font size=9>&#20170;&#22825;&#26159;&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;&#19968;&#26376;&#20108;&#21313;&#19977;<color yellow>&#21495;</color>，&#26143;&#26399;&#19968;。</font>	b685c0f28c4744a6dc4b54d2f3e1d6e7.m4a	1		号	<font size=12>号</font> (hào)|Mots associés :|号码　　 [hàomǎ] numéro|号　　　 [hào] numéro|电话号码 [diànhuàhàomǎ] numéro de …
号|hào|1	||<center><font size=9>号</font></center>|<font size=4>▸ ...<color gray>|▸ &#106;&#111;&#117;&#114; &#100;&#117; &#109;&#111;&#105;&#115;, &#115;&#117;&#102;&#102;&#105;&#120;&#101; &#111;&#114;&#100;&#105;&#110;&#97;&#108;|<i>« &#78;&#111;&#117;&#115; &#115;&#111;&#109;&#109;&#101;&#115; &#108;&#101; 23 &#110;&#111;&#118;&#101;&#109;&#98;&#114;&#101; 2015 &#97;&#117;&#106;&#111;&#117;&#114;&#100;'&#104;&#117;&#105;, &#108;&#117;&#110;&#100;&#105;. »</i></font></color>	<center><font size=6>hào|numéro</font></center>	7125f87f85ba82fcc053aa24ef3f73f4.m4a				0		号	<font size=12>号</font> (hào)|Mots associés :|号码　　 [hàomǎ] numéro|号　　　 [hào] jour du mois…|电话号码 [diànhuàhàomǎ] numéro de …
号码|hàomǎ|0	<size 1.7><center>号码</center></size>	<font size=5>hàomǎ|numéro</font>|<font size=4><i>« &#83;'&#105;&#108; &#118;&#111;&#117;&#115; &#112;&#108;&#97;&#238;&#116;, &#113;&#117;&#101;&#108; &#101;&#115;&#116; &#118;&#111;&#116;&#114;&#101; &#110;&#117;&#109;&#233;&#114;&#111; &#100;&#101; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; ? »</i></font>	a32cdb2f454dc533f577fd0ff3b18935.m4a		|<font size=9>&#35831;&#38382;&#24744;&#30340;&#30005;&#35805;<color yellow>&#21495;&#30721;</color>&#26159;&#20160;&#20040;？</font>	6d3915545a915506f676d38c584d02e2.m4a	1		号码	<font size=12>号码</font> (hàomǎ)||Mots associés :|号　　　 [hào] jour du mois…|号　　　 [hào] numéro|电话号码 [diànhuàhàomǎ] numéro de …|码　　　 [mǎ] code, codage
吃饭|chīfàn|0	<size 1.7><center>吃饭</center></size>	<font size=5>chīfàn|manger</font>|<font size=4><i>« &#69;&#115;&#116;-&#99;&#101; &#113;&#117;&#101; &#116;&#117; &#97;&#115; &#100;&#233;&#106;&#224; (&#102;&#105;&#110;&#105; &#100;&#101;) &#109;&#97;&#110;&#103;&#233; ? »</i></font>	156e8d45af73e846ae0c7885a8a21fb9.m4a		|<font size=9>&#20320;<color yellow>&#21507;&#39277;</color>&#20102;&#21527;？</font>	9bdc0941f37069c9a7fc34ff6a2b5296.m4a	1		吃饭	<font size=12>吃饭</font> (chīfàn)||Mots associés :|饭 [fàn] repas
同学|tóngxué|0	<size 1.7><center>同学</center></size>	<font size=5>tóngxué|camarade de classe</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#110;&#101; &#115;&#111;&#109;&#109;&#101;&#115; &#112;&#97;&#115; &#99;&#97;&#109;&#97;&#114;&#97;&#100;&#101;&#115; &#100;&#101; &#99;&#108;&#97;&#115;&#115;&#101;. »</i></font>	7acaa941b18ff42e864a5155e99d674b.m4a		|<font size=9>&#25105;&#20204;&#19981;&#26159;<color yellow>&#21516;&#23398;</color>。</font>	5c7e4c2ada86d845a5fb82303d0bcb73.m4a	1		同学	<font size=12>同学</font> (tóngxué)||Mots associés :|学院　　 [xuéyuàn] institut (d'étu…|法德学院 [fǎdéxuéyuàn] institut fr…|大学生　 [dàxuéshēng] étudiant(e)|学　　　 [xué] apprendre…|大学　　 [dàxué] université|学生　　 [xuéshéng] étudiant…
名字|míngzi|0	<size 1.7><center>名字</center></size>	<font size=5>míngzi|nom</font>|<font size=4><i>« &#83;'&#105;&#108; &#116;&#101; &#112;&#108;&#97;&#238;&#116; (&#108;&#105;&#116;&#116;. &#112;&#117;&#105;&#115;-&#106;&#101; &#116;&#101; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114;?), &#116;&#117; &#116;'&#97;&#112;&#112;&#101;&#108;&#108;&#101;&#115; &#99;&#111;&#109;&#109;&#101;&#110;&#116;? [&#102;&#111;&#114;&#109;&#101; &#99;&#111;&#109;&#112;&#108;&#232;&#116;&#101;] »</i></font>	53879a3814773c433da17474c5cf4e52.m4a		|<font size=9>&#35831;&#38382;，&#20320;&#21483;&#20160;&#20040;<color yellow>&#21517;&#23383;</color>？</font>	c17078dc255f447b93e4468c1642544b.m4a	1		名字	<font size=12>名字</font> (míngzi)||
吗|ma|0	<size 1.7><center>吗</center></size>	<font size=5>ma|[interrogation]</font>|<font size=4><i>« &#86;&#111;&#117;&#115; [&#112;&#108;&#117;&#114;.] &#234;&#116;&#101;&#115; &#224; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font>	b74df323e3939b563635a2cba7a7afba.m4a		|<font size=9>&#20320;&#20204;&#22312;&#23478;&#37324;<color yellow>&#21527;</color>？</font>	4f83dce156e3b889787f0798ace6274b.m4a	1		吗	<font size=12>吗</font> (ma)|
呢|ne|0	<size 1.7><center>呢</center></size>	<font size=5>ne|(particule finale pour retourner une question), dis-moi</font>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;, &#101;&#116; &#116;&#111;&#105;? »</i></font>	d4f917633649a3c47c7ab917fa990146.m4a		|<font size=9>&#20320;&#26159;&#21738;&#22269;&#20154;？&#25105;&#26159;&#24503;&#22269;&#20154;，&#20320;<color yellow>&#21602;</color>？</font>	c35ed894c22a1c55ba2cc017aeda0573.m4a	1		呢	<font size=12>呢</font> (ne)|
和|hé|0	||<center><font size=9>和</font></center>|<font size=4>▸ ...<color gray>|▸ &#115;&#111;&#109;&#109;&#101;|<i>« &#76;&#97; &#115;&#111;&#109;&#109;&#101; &#100;&#101; &#115;&#105;&#120; &#112;&#108;&#117;&#115; &#116;&#114;&#111;&#105;&#115; &#101;&#115;&#116; &#110;&#101;&#117;&#102;. »</i></font></color>	<font size=5>hé|et, avec</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font>	33fcd01258e6ba07ef405dc9e721f3a7.m4a		|<font size=9>&#25105;&#30340;&#22920;&#22920;&#26377;&#20004;&#20010;&#22992;&#22992;<color yellow>&#21644;</color>&#22235;&#20010;&#24351;&#24351;。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1		和	<font size=12>和</font> (hé)|Mots associés :|和 [hé] somme
和|hé|1	||<center><font size=9>和</font></center>|<font size=4>▸ ...<color gray>|▸ &#101;&#116;, &#97;&#118;&#101;&#99;|<i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font></color>	<font size=5>hé|somme</font>|<font size=4><i>« &#76;&#97; &#115;&#111;&#109;&#109;&#101; &#100;&#101; &#115;&#105;&#120; &#112;&#108;&#117;&#115; &#116;&#114;&#111;&#105;&#115; &#101;&#115;&#116; &#110;&#101;&#117;&#102;. »</i></font>	33fcd01258e6ba07ef405dc9e721f3a7.m4a		|<font size=9>&#20845;&#21152;&#19977;&#30340;<color yellow>&#21644;</color>&#26159;&#20061;。</font>	4319b052957c28eed48b07101a3c0277.m4a	1		和	<font size=12>和</font> (hé)|Mots associés :|和 [hé] et, avec
哥哥|gēge|0	<size 1.7><center>哥哥</center></size>	<font size=5>gēge|grand frère</font>|<font size=4><i>« &#71;&#114;&#97;&#110;&#100; &#102;&#114;&#232;&#114;&#101; &#110;'&#97; &#112;&#97;&#115; &#109;&#97;&#110;&#103;&#233; &#110;&#111;&#110; &#112;&#108;&#117;&#115;. »</i></font>	f02348eea1c0c83d0141fca173f861b9.m4a		|<font size=9><color yellow>&#21733;&#21733;</color>&#20063;&#27809;&#26377;&#21507;&#39277;。</font>	346185b2ae044f6289b801cac9a38373.m4a	1		哥哥	<font size=12>哥哥</font> (gēge)|Confusions possibles :|个 [gè] {spécificatif général}||
哪|nǎ|0	<size 1.7><center>哪</center></size>	<font size=5>nǎ|lequel?</font>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;, &#101;&#116; &#116;&#111;&#105;? »</i></font>	b3d3d7327c53b599d125480874f6373a.m4a		|<font size=9>&#20320;&#26159;<color yellow>&#21738;</color>&#22269;&#20154;？&#25105;&#26159;&#24503;&#22269;&#20154;，&#20320;&#21602;？</font>	c35ed894c22a1c55ba2cc017aeda0573.m4a	1		哪	<font size=12>哪</font> (nǎ)|Mots associés :|哪里 [nǎlǐ] où?
哪里|nǎlǐ|0	<size 1.7><center>哪里</center></size>	<font size=5>nǎlǐ|où?</font>|<font size=4><i>« &#68;&#105;&#115;-&#109;&#111;&#105;, &#111;&#249; &#101;&#115;&#116; &#116;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font>	7d57efbba9c4c795babb87d9a4c27a50.m4a		|<font size=9>&#35831;&#38382;，&#20320;&#23478;&#22312;<color yellow>&#21738;&#37324;</color>？</font>	c56f6633a359430e7d5c29c6ce5c9a6d.m4a	1		哪里	<font size=12>哪里</font> (nǎlǐ)||Mots associés :|哪 [nǎ] lequel?|里 [lǐ] dans…
四|sì|0	<size 1.7><center>四</center></size>	<font size=5>sì|</font>|<font size=4><i>« 44 »</i></font>	62d08c707c0569f0482567ffb96a57e5.m4a	pic-hand4.jpg	|<font size=9><color yellow>&#22235;</color>&#21313;<color yellow>&#22235;</color></font>	12956cc5cc94e91338867018bbd0e094.m4a	1		四	<font size=12>四</font> (sì)|Mots associés :|星期四 [xīngqīsì] jeudi
国|guó|0	<size 1.7><center>国</center></size>	<font size=5>guó|pays</font>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? &#74;&#101; &#115;&#117;&#105;&#115; &#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;, &#101;&#116; &#116;&#111;&#105;? »</i></font>	771d795b5faec63ca2a5011fd2efdfa0.m4a		|<font size=9>&#20320;&#26159;&#21738;<color yellow>&#22269;</color>&#20154;？&#25105;&#26159;&#24503;<color yellow>&#22269;</color>&#20154;，&#20320;&#21602;？</font>	c35ed894c22a1c55ba2cc017aeda0573.m4a	1		国	<font size=12>国</font> (guó)|Mots associés :|中国　 [zhōngguó] la Chine|中国人 [zhōngguórén] un Chinois|法国人 [fǎguórén] français|德国　 [déguó] Allemagne|法国　 [fǎguó] France|德国人 [déguórén] un Allemand|国家　 [guójiā] pays…
国家|guójiā|0	<size 1.7><center>国家</center></size>	<center><font size=6>guójiā|pays, nation, état</font></center>	1e5ac360d71fe560daa5a3f24154b79d.m4a				0		国家	<font size=12>国家</font> (guójiā)||Mots associés :|中国　 [zhōngguó] la Chine|中国人 [zhōngguórén] un Chinois|法国人 [fǎguórén] français|德国　 [déguó] Allemagne|法国　 [fǎguó] France|德国人 [déguórén] un Allemand|国　　 [guó] pays|家人　 [jiārén] membres de la fam…|大家好 [dàjiā hǎo] bonjour tout l…|家　　 [jiā] maison
在|zài|0	<size 1.7><center>在</center></size>	<font size=5>zài|à, en, se trouver à</font>|<font size=4><i>« &#68;&#105;&#115;-&#109;&#111;&#105;, &#111;&#249; &#101;&#115;&#116; &#116;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font>	417dcf99eb00088566f3fc39c5da1019.m4a		|<font size=9>&#35831;&#38382;，&#20320;&#23478;<color yellow>&#22312;</color>&#21738;&#37324;？</font>	c56f6633a359430e7d5c29c6ce5c9a6d.m4a	1		在	<font size=12>在</font> (zài)|
多大|dūodà|0	<size 1.7><center>多大</center></size>	<font size=5>dūodà|combien (grand)? (quantité, âge, taille)</font>|<font size=4><i>« &#84;&#117; &#97;&#115; &#113;&#117;&#101;&#108; &#226;&#103;&#101;? (&#112;&#108;&#117;&#115; &#102;&#111;&#114;&#109;&#101;&#108;) »</i></font>	c079019a3c3e03c0f5436e1c1a955d86.m4a		|<font size=9>&#20320;<color yellow>&#22810;&#22823;</color>&#23681;&#25968;？</font>	0e38e0f4fc92d2292f7dfe70e0e4b3d8.m4a	1		多大	<font size=12>多大</font> (dūodà)||Mots associés :|大家好 [dàjiā hǎo] bonjour tout l…|大　　 [dà] grand, (clé 37)|大学生 [dàxuéshēng] étudiant(e)|大学　 [dàxué] université
大|dà|0	<size 1.7><center>大</center></size>	<font size=5>dà|grand, (clé 37)</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#110;'&#101;&#115;&#116; &#112;&#97;&#115; &#103;&#114;&#97;&#110;&#100;&#101;. »</i></font>	fa83b69820de4051929f48017f25274b.m4a		|<font size=9>&#25105;&#23478;&#19981;<color yellow>&#22823;</color>。</font>	9481b021bbf31b148949e98f91200eee.m4a	1		大	<font size=12>大</font> (dà)|Mots associés :|大家好 [dàjiā hǎo] bonjour tout l…|多大　 [dūodà] combien (grand)? (…|大学生 [dàxuéshēng] étudiant(e)|大学　 [dàxué] université
大学|dàxué|0	<size 1.7><center>大学</center></size>	<font size=5>dàxué|université</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>	28d1293e9688d0209beaa727f50983e5.m4a		|<font size=9>&#25105;&#20204;&#22312;<color yellow>&#22823;&#23398;</color>&#23398;&#27861;&#25991;。</font>	91562f44089f238cfe316d937c2b1bcc.m4a	1		大学	<font size=12>大学</font> (dàxué)||Mots associés :|大家好　 [dàjiā hǎo] bonjour tout …|大　　　 [dà] grand, (clé 37)|多大　　 [dūodà] combien (grand)? …|大学生　 [dàxuéshēng] étudiant(e)|学院　　 [xuéyuàn] institut (d'étu…|法德学院 [fǎdéxuéyuàn] institut fr…|学　　　 [xué] apprendre…|学生　　 [xuéshéng] étudiant…|同学　　 [tóngxué] camarade de cla…
大学生|dàxuéshēng|0	<size 1.7><center>大学生</center></size>	<center><font size=6>dàxuéshēng|étudiant(e)</font></center>	3562975aecb33d1577bccc9c9966a368.m4a				0		大学生	<font size=12>大学生</font> (dàxuéshēng)||Mots associés :|大家好　 [dàjiā hǎo] bonjour tout …|大　　　 [dà] grand, (clé 37)|多大　　 [dūodà] combien (grand)? …|大学　　 [dàxué] université|学院　　 [xuéyuàn] institut (d'étu…|法德学院 [fǎdéxuéyuàn] institut fr…|学　　　 [xué] apprendre…|学生　　 [xuéshéng] étudiant…|同学　　 [tóngxué] camarade de cla…|出生　　 [chūshēng] naître|生日　　 [shēngrì] date de naissan…
大家好|dàjiā hǎo|0	<size 1.7><center>大家好</center></size>	<font size=5>dàjiā hǎo|bonjour tout le monde</font>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; &#116;&#111;&#117;&#116; &#108;&#101; &#109;&#111;&#110;&#100;&#101;, &#106;&#101; &#115;&#117;&#105;&#115; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>	2e59c480488d184a09ec286424216b9c.m4a		|<font size=9><color yellow>&#22823;&#23478;&#22909;</color>，&#25105;&#26159;&#21016;&#23143;&#23047;。</font>	9a856383135463414d42e3156b21c356.m4a	1		大家好	<font size=12>大家好</font> (dàjiā hǎo)||Mots associés :|大　　 [dà] grand, (clé 37)|多大　 [dūodà] combien (grand)? (…|大学生 [dàxuéshēng] étudiant(e)|大学　 [dàxué] université|家人　 [jiārén] membres de la fam…|家　　 [jiā] maison|国家　 [guójiā] pays…|好　　 [hǎo] (être) bien…|你好　 [nǐhǎo] bonjour|不好　 [bùhǎo] (être) mauvais…
天|tiān|0	<size 1.7><center>天</center></size>	<center><font size=6>tiān|jour, ciel</font></center>	612e3249bae2218bef1090b2d4f74ff6.m4a				0		天	<font size=12>天</font> (tiān)|Mots associés :|今天 [jīntiān] aujourd'hui|天空 [tiānkōng] le ciel|明天 [míngtiān] demain
天空|tiānkōng|0	<size 1.7><center>天空</center></size>	<font size=5>tiānkōng|le ciel</font>|<font size=4><i>« &#73;&#108; &#121; &#97; &#117;&#110; &#115;&#111;&#108;&#101;&#105;&#108; &#101;&#116; &#117;&#110;&#101; &#108;&#117;&#110;&#101; &#97;&#117; &#109;&#105;&#108;&#105;&#101;&#117; &#100;&#117; &#99;&#105;&#101;&#108;. »</i></font>	84356362aa6182889a957c39a01432be.m4a		|<font size=9><color yellow>&#22825;&#31354;</color>&#20013;&#26377;&#19968;&#20010;&#22826;&#38451;&#21644;&#19968;&#20010;&#26376;&#20142;。</font>	79b02c67afe7ec4d8f24464329274952.m4a	1		天空	<font size=12>天空</font> (tiānkōng)||Mots associés :|天　 [tiān] jour, ciel|今天 [jīntiān] aujourd'hui|明天 [míngtiān] demain|有空 [yǒukòng] avoir du temps li…|空　 [kōng] vide
太阳|tàiyáng|0	<size 1.7><center>太阳</center></size>	<font size=5>tàiyáng|le soleil</font>|<font size=4><i>« &#73;&#108; &#121; &#97; &#117;&#110; &#115;&#111;&#108;&#101;&#105;&#108; &#101;&#116; &#117;&#110;&#101; &#108;&#117;&#110;&#101; &#97;&#117; &#109;&#105;&#108;&#105;&#101;&#117; &#100;&#117; &#99;&#105;&#101;&#108;. »</i></font>	53c55bdc2c4495fdcd2c876d7f91c071.m4a		|<font size=9>&#22825;&#31354;&#20013;&#26377;&#19968;&#20010;<color yellow>&#22826;&#38451;</color>&#21644;&#19968;&#20010;&#26376;&#20142;。</font>	79b02c67afe7ec4d8f24464329274952.m4a	1		太阳	<font size=12>太阳</font> (tàiyáng)||
