Text 1	Text 2	Picture 2	Text 3	Sound 3	Text 4	Sound 4	Category 1	Text 6	Text 5	Extra Info
同学|tóngxué|0	<center><font size=5>camarade de classe</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#110;&#101; &#115;&#111;&#109;&#109;&#101;&#115; &#112;&#97;&#115; &#99;&#97;&#109;&#97;&#114;&#97;&#100;&#101;&#115; &#100;&#101; &#99;&#108;&#97;&#115;&#115;&#101;. »</i></font>		<center>同学|tóngxué</center>	7acaa941b18ff42e864a5155e99d674b.m4a	|<font size=9>&#25105;&#20204;&#19981;&#26159;<color yellow>&#21516;&#23398;</color>。</font>	5c7e4c2ada86d845a5fb82303d0bcb73.m4a	1		同学	<font size=12>同学</font> (tóngxué)||Mots associés :|学　　 [xué] apprendre…|学院　 [xuéyuàn] institut (d'étud…|大学生 [dàxuéshēng] étudiant(e)|学生　 [xuéshéng] étudiant, élève|大学　 [dàxué] université
名字|míngzi|0	<center><font size=5>nom</font></center>|<font size=4><i>« &#83;'&#105;&#108; &#116;&#101; &#112;&#108;&#97;&#238;&#116; (&#108;&#105;&#116;&#116;. &#112;&#117;&#105;&#115;-&#106;&#101; &#116;&#101; &#100;&#101;&#109;&#97;&#110;&#100;&#101;&#114;?), &#116;&#117; &#116;'&#97;&#112;&#112;&#101;&#108;&#108;&#101;&#115; &#99;&#111;&#109;&#109;&#101;&#110;&#116;? [&#102;&#111;&#114;&#109;&#101; &#99;&#111;&#109;&#112;&#108;&#232;&#116;&#101;] »</i></font>		<center>名字|míngzi</center>	53879a3814773c433da17474c5cf4e52.m4a	|<font size=9>&#35831;&#38382;，&#20320;&#21483;&#20160;&#20040;<color yellow>&#21517;&#23383;</color>？</font>	c17078dc255f447b93e4468c1642544b.m4a	1		名字	<font size=12>名字</font> (míngzi)||
吗|ma|0	<center><font size=5>[interrogation]</font></center>|<font size=4><i>« &#86;&#111;&#117;&#115; [&#112;&#108;&#117;&#114;.] &#234;&#116;&#101;&#115; &#224; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font>		<center>吗|ma</center>	b74df323e3939b563635a2cba7a7afba.m4a	|<font size=9>&#20320;&#20204;&#22312;&#23478;&#37324;<color yellow>&#21527;</color>？</font>	4f83dce156e3b889787f0798ace6274b.m4a	1		吗	<font size=12>吗</font> (ma)|
哪|nǎ|0	<center><font size=5>lequel?</font></center>|<font size=4><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? »</i></font>		<center>哪|nǎ</center>	b3d3d7327c53b599d125480874f6373a.m4a	|<font size=9>&#20320;&#26159;<color yellow>&#21738;</color>&#22269;&#20154;？</font>	c1a9246f4943d474376eb96d52351044.m4a	1		哪	<font size=12>哪</font> (nǎ)|Mots associés :|哪里 [nǎlǐ] où?
哪里|nǎlǐ|0	<center><font size=5>où?</font></center>|<font size=4><i>« &#68;&#105;&#115;-&#109;&#111;&#105;, &#111;&#249; &#101;&#115;&#116; &#116;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font>		<center>哪里|nǎlǐ</center>	7d57efbba9c4c795babb87d9a4c27a50.m4a	|<font size=9>&#35831;&#38382;，&#20320;&#23478;&#22312;<color yellow>&#21738;&#37324;</color>？</font>	c56f6633a359430e7d5c29c6ce5c9a6d.m4a	1		哪里	<font size=12>哪里</font> (nǎlǐ)||Mots associés :|哪 [nǎ] lequel?|里 [lǐ] dans…
四|sì|0	<center><font size=5></font></center>|<font size=4><i>« 44 »</i></font>	pic-hand4.jpg	<center>四|sì</center>	62d08c707c0569f0482567ffb96a57e5.m4a	|<font size=9><color yellow>&#22235;</color>&#21313;<color yellow>&#22235;</color></font>	12956cc5cc94e91338867018bbd0e094.m4a	1		四	<font size=12>四</font> (sì)|
国|guó|0	<font size=5>▸ [字] pays</font>|<font size=3><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? »</i></font><color gray>|<font size=5>▸  &#112;&#97;&#121;&#115;, &#110;&#97;&#116;&#105;&#111;&#110;, &#233;&#116;&#97;&#116;</font></color>		<center>国|guó</center>	771d795b5faec63ca2a5011fd2efdfa0.m4a	|<font size=9>&#20320;&#26159;&#21738;<color yellow>&#22269;</color>&#20154;？</font>	c1a9246f4943d474376eb96d52351044.m4a	1	||<font size=4>▸ <font size=6>&#22269;</font> [guó] &#112;&#97;&#121;&#115;|<color gray>▸ <font size=6>&#22269;&#23478;</font> [guójiā] &#112;&#97;&#121;&#115;, &#110;&#97;&#116;&#105;&#111;&#110;, &#233;&#116;&#97;&#116;</color></font>	国	<font size=12>国</font> (guó)|Mots associés :|法国人 [fǎguórén] français|中国人 [zhōngguórén] un Chinois|国家　 [guójiā] pays…|法国　 [fǎguó] France|德国人 [déguórén] allemand|德国　 [déguó] Allemagne|中国　 [zhōngguó] la Chine
国家|guójiā|0	<font size=5>▸  pays, nation, état</font><color gray>|<font size=5>▸ [字] &#112;&#97;&#121;&#115;</font>|<font size=3><i>« &#84;&#117; &#101;&#115; &#100;&#101; &#113;&#117;&#101;&#108; &#112;&#97;&#121;&#115;? »</i></font></color>		<center>国家|guójiā</center>	1e5ac360d71fe560daa5a3f24154b79d.m4a			0	||<font size=4>▸ <font size=6>&#22269;&#23478;</font> [guójiā] &#112;&#97;&#121;&#115;, &#110;&#97;&#116;&#105;&#111;&#110;, &#233;&#116;&#97;&#116;|<color gray>▸ <font size=6>&#22269;</font> [guó] &#112;&#97;&#121;&#115;</color></font>	国家	<font size=12>国家</font> (guójiā)||Mots associés :|法国人 [fǎguórén] français|国　　 [guó] pays|中国人 [zhōngguórén] un Chinois|法国　 [fǎguó] France|德国人 [déguórén] allemand|德国　 [déguó] Allemagne|中国　 [zhōngguó] la Chine|家　　 [jiā] maison|家人　 [jiārén] membres de la fam…|大家好 [dàjiā hǎo] bonjour tout l…
在|zài|0	<font size=5>▸ [字] à, en, se trouver à</font>|<font size=3><i>« &#68;&#105;&#115;-&#109;&#111;&#105;, &#111;&#249; &#101;&#115;&#116; &#116;&#97; &#109;&#97;&#105;&#115;&#111;&#110;? »</i></font><color gray>|<font size=5>▸ [字] &#100;&#97;&#110;&#115;, &#224; &#108;'&#105;&#110;&#116;&#233;&#114;&#105;&#101;&#117;&#114; [&#101;&#110; &#115;&#117;&#102;&#102;&#105;&#120;&#101;]</font>|<font size=3><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#224; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110;. »</i></font></color>		<center>在|zài</center>	417dcf99eb00088566f3fc39c5da1019.m4a	|<font size=9>&#35831;&#38382;，&#20320;&#23478;<color yellow>&#22312;</color>&#21738;&#37324;？</font>	c56f6633a359430e7d5c29c6ce5c9a6d.m4a	1	||<font size=4>▸ <font size=6>&#22312;</font> [zài] &#224;, &#101;&#110;, &#115;&#101; &#116;&#114;&#111;&#117;&#118;&#101;&#114; &#224;|<color gray>▸ <font size=6>&#37324;</font> [lǐ] &#100;&#97;&#110;&#115;, &#224; &#108;'&#105;&#110;&#116;&#233;&#114;&#105;&#101;&#117;&#114; [&#101;&#110; &#115;&#117;&#102;&#102;&#105;&#120;&#101;]</color></font>	在	<font size=12>在</font> (zài)|
多大|dūodà|0	<center><font size=5>combien (grand)? (quantité, âge, taille)</font></center>|<font size=4><i>« &#84;&#117; &#97;&#115; &#113;&#117;&#101;&#108; &#226;&#103;&#101;? (&#112;&#108;&#117;&#115; &#102;&#111;&#114;&#109;&#101;&#108;) »</i></font>		<center>多大|dūodà</center>	c079019a3c3e03c0f5436e1c1a955d86.m4a	|<font size=9>&#20320;<color yellow>&#22810;&#22823;</color>&#23681;&#25968;？</font>	0e38e0f4fc92d2292f7dfe70e0e4b3d8.m4a	1		多大	<font size=12>多大</font> (dūodà)||Mots associés :|大学　 [dàxué] université|大　　 [dà] grand, (clé 37)|大学生 [dàxuéshēng] étudiant(e)|大家好 [dàjiā hǎo] bonjour tout l…
大|dà|0	<center><font size=5>grand, (clé 37)</font></center>|<font size=4><i>« &#77;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#110;'&#101;&#115;&#116; &#112;&#97;&#115; &#103;&#114;&#97;&#110;&#100;&#101;. »</i></font>		<center>大|dà</center>	fa83b69820de4051929f48017f25274b.m4a	|<font size=9>&#25105;&#23478;&#19981;<color yellow>&#22823;</color>。</font>	9481b021bbf31b148949e98f91200eee.m4a	1		大	<font size=12>大</font> (dà)|Mots associés :|大学　 [dàxué] université|大学生 [dàxuéshēng] étudiant(e)|大家好 [dàjiā hǎo] bonjour tout l…|多大　 [dūodà] combien (grand)? (…
大学|dàxué|0	<center><font size=5>université</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#99;&#104;&#105;&#110;&#111;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>		<center>大学|dàxué</center>	28d1293e9688d0209beaa727f50983e5.m4a	|<font size=9>&#25105;&#20204;&#22312;<color yellow>&#22823;&#23398;</color>&#23398;&#20013;&#25991;。</font>	ccdc071a0747570f5bfaf9d7ae11295f.m4a	1		大学	<font size=12>大学</font> (dàxué)||Mots associés :|大　　 [dà] grand, (clé 37)|大学生 [dàxuéshēng] étudiant(e)|大家好 [dàjiā hǎo] bonjour tout l…|多大　 [dūodà] combien (grand)? (…|同学　 [tóngxué] camarade de clas…|学　　 [xué] apprendre…|学院　 [xuéyuàn] institut (d'étud…|学生　 [xuéshéng] étudiant, élève
大学生|dàxuéshēng|0	<center>étudiant(e)</center>		<center>大学生|dàxuéshēng</center>	3562975aecb33d1577bccc9c9966a368.m4a			0		大学生	<font size=12>大学生</font> (dàxuéshēng)||Mots associés :|大学　 [dàxué] université|大　　 [dà] grand, (clé 37)|大家好 [dàjiā hǎo] bonjour tout l…|多大　 [dūodà] combien (grand)? (…|同学　 [tóngxué] camarade de clas…|学　　 [xué] apprendre…|学院　 [xuéyuàn] institut (d'étud…|学生　 [xuéshéng] étudiant, élève|生日　 [shēngrì] date de naissanc…|出生　 [chūshēng] naître
大家好|dàjiā hǎo|0	<font size=5>▸  bonjour tout le monde</font>|<font size=3><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; &#116;&#111;&#117;&#116; &#108;&#101; &#109;&#111;&#110;&#100;&#101;, &#106;&#101; &#115;&#117;&#105;&#115; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font><color gray>|<font size=5>▸  &#98;&#111;&#110;&#106;&#111;&#117;&#114;</font>|<font size=3><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; [&#224; &#116;&#111;&#105;], &#106;&#101; &#109;'&#97;&#112;&#112;&#101;&#108;&#108;&#101; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font></color>		<center>大家好|dàjiā hǎo</center>	2e59c480488d184a09ec286424216b9c.m4a	|<font size=9><color yellow>&#22823;&#23478;&#22909;</color>，&#25105;&#26159;&#21016;&#23143;&#23047;。</font>	9a856383135463414d42e3156b21c356.m4a	1	||<font size=4>▸ <font size=6>&#22823;&#23478;&#22909;</font> [dàjiā hǎo] &#98;&#111;&#110;&#106;&#111;&#117;&#114; &#116;&#111;&#117;&#116; &#108;&#101; &#109;&#111;&#110;&#100;&#101;|<color gray>▸ <font size=6>&#20320;&#22909;</font> [nǐhǎo] &#98;&#111;&#110;&#106;&#111;&#117;&#114;</color></font>	大家好	<font size=12>大家好</font> (dàjiā hǎo)||Mots associés :|大学　 [dàxué] université|大　　 [dà] grand, (clé 37)|大学生 [dàxuéshēng] étudiant(e)|多大　 [dūodà] combien (grand)? (…|家　　 [jiā] maison|国家　 [guójiā] pays…|家人　 [jiārén] membres de la fam…|不好　 [bùhǎo] (être) mauvais…|你好　 [nǐhǎo] bonjour|好　　 [hǎo] (être) bien…
她|tā|0	<font size=5>▸ [字] elle</font><color gray>|<font size=5>▸ [字] &#105;&#108;, &#108;&#117;&#105;</font>|<font size=5>▸ [字] &#105;&#108;, &#101;&#108;&#108;&#101; (&#110;&#101;&#117;&#116;&#114;&#101;)</font></color>		<center>她|tā</center>	a9d2b00eace06e701519fe9966e7e16d.m4a			0	||<font size=4>▸ <font size=6>&#22905;</font> [tā] &#101;&#108;&#108;&#101;|<color gray>▸ <font size=6>&#20182;</font> [tā] &#105;&#108;, &#108;&#117;&#105;|▸ <font size=6>&#23427;</font> [tā] &#105;&#108;, &#101;&#108;&#108;&#101; (&#110;&#101;&#117;&#116;&#114;&#101;)</color></font>	她	<font size=12>她</font> (tā)|Mots associés :|她的　 [tāde] son…|她们　 [tāmen] elles|她们的 [tāmende] leur (possesseur…
她们|tāmen|0	<font size=5>▸  elles</font>|<font size=3><i>« &#69;&#108;&#108;&#101;&#115; &#110;&#101; &#115;&#111;&#110;&#116; &#112;&#97;&#115; &#97;&#109;&#105;&#101;&#115;. »</i></font><color gray>|<font size=5>▸  &#105;&#108;&#115;, &#101;&#117;&#120;</font>|<font size=3><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#99;&#104;&#101;&#122; &#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; (&#108;&#105;&#116;&#116;. &#100;&#97;&#110;&#115; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#100;'&#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;). »</i></font>|<font size=5>▸  &#105;&#108;&#115;, &#101;&#108;&#108;&#101;&#115; (&#110;&#101;&#117;&#116;&#114;&#101;)</font></color>		<center>她们|tāmen</center>	f7daacb838a7bb5b3a4c98ba10583881.m4a	|<font size=9><color yellow>&#22905;&#20204;</color>&#19981;&#26159;&#26379;&#21451;。</font>	6c3d429a90de948ba81dddf8484195a0.m4a	1	||<font size=4>▸ <font size=6>&#22905;&#20204;</font> [tāmen] &#101;&#108;&#108;&#101;&#115;|<color gray>▸ <font size=6>&#20182;&#20204;</font> [tāmen] &#105;&#108;&#115;, &#101;&#117;&#120;|▸ <font size=6>&#23427;&#20204;</font> [tāmen] &#105;&#108;&#115;, &#101;&#108;&#108;&#101;&#115; (&#110;&#101;&#117;&#116;&#114;&#101;)</color></font>	她们	<font size=12>她们</font> (tāmen)|Confusions possibles :|他们 [tāmen] ils, eux|它们 [tāmen] ils, elles (neutre)||Mots associés :|她的　 [tāde] son…|她　　 [tā] elle|她们的 [tāmende] leur (possesseur…|们　　 [men] [suffixe du pluriel]|它们的 [tāmende] leur (possesseur…|它们　 [tāmen] ils…|他们　 [tāmen] ils, eux|我们的 [wǒmende] notre, nos|我们　 [wǒmen] nous|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)
她们的|tāmende|0	<center>leur (possesseur féminin)</center>		<center>她们的|tāmende</center>	0c98d285db89031e631166531cee2d98.m4a			0		她们的	<font size=12>她们的</font> (tāmende)|Confusions possibles :|他们的 [tāmende] leur (possesseur…|它们的 [tāmende] leur (possesseur…||Mots associés :|她的　 [tāde] son…|她们　 [tāmen] elles|她　　 [tā] elle|们　　 [men] [suffixe du pluriel]|它们的 [tāmende] leur (possesseur…|它们　 [tāmen] ils…|他们　 [tāmen] ils, eux|我们的 [wǒmende] notre, nos|我们　 [wǒmen] nous|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)|它的　 [tāde] son…|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|你的　 [nǐde] ton, tes|我的　 [wǒde] mon, mes
她的|tāde|0	<center>son, sa, ses (possesseur féminin)</center>		<center>她的|tāde</center>	c03e0bb39977e9d930508c6437ed7662.m4a			0		她的	<font size=12>她的</font> (tāde)|Confusions possibles :|他的 [tāde] son…|它的 [tāde] son…||Mots associés :|她们　 [tāmen] elles|她　　 [tā] elle|她们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|他们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos|你的　 [nǐde] ton, tes|你们的 [nǐmende] votre…|它们的 [tāmende] leur (possesseur…|我的　 [wǒde] mon, mes
好|hǎo|0	<center>(être) bien, bon, d'accord</center>		<center>好|hǎo</center>	b604a1c4c8db1a5ccf7c0e3a5df79c2e.m4a			0		好	<font size=12>好</font> (hǎo)|Mots associés :|大家好 [dàjiā hǎo] bonjour tout l…|不好　 [bùhǎo] (être) mauvais…|你好　 [nǐhǎo] bonjour
学|xué|0	<center><font size=5>apprendre, étudier, suffixe -ologie</font></center>|<font size=4><i>« &#78;&#111;&#117;&#115; &#97;&#112;&#112;&#114;&#101;&#110;&#111;&#110;&#115; &#108;&#101; &#99;&#104;&#105;&#110;&#111;&#105;&#115; &#224; &#108;’&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. »</i></font>		<center>学|xué</center>	bdb99d0c15e0d474bedf39a816aa1a6d.m4a	|<font size=9>&#25105;&#20204;&#22312;&#22823;<color yellow>&#23398;</color><color yellow>&#23398;</color>&#20013;&#25991;。</font>	ccdc071a0747570f5bfaf9d7ae11295f.m4a	1		学	<font size=12>学</font> (xué)|Mots associés :|同学　 [tóngxué] camarade de clas…|学院　 [xuéyuàn] institut (d'étud…|大学生 [dàxuéshēng] étudiant(e)|学生　 [xuéshéng] étudiant, élève|大学　 [dàxué] université
学生|xuéshéng|0	<center><font size=5>étudiant, élève</font></center>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#117;&#110;(&#101;) &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;(&#101;) &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;(&#101;) (&#108;&#105;&#116;&#116;. &#100;&#101; &#70;&#114;&#97;&#110;&#99;&#101;). »</i></font>		<center>学生|xuéshéng</center>	97a9e72639dc353f3b57880b1a1ba5cf.m4a	|<font size=9>&#25105;&#26159;&#19968;&#20010;&#27861;&#22269;<color yellow>&#23398;&#29983;</color>。</font>	9fa462aceaf48a9c726553f64d673da4.m4a	1		学生	<font size=12>学生</font> (xuéshéng)||Mots associés :|同学　 [tóngxué] camarade de clas…|学　　 [xué] apprendre…|学院　 [xuéyuàn] institut (d'étud…|大学生 [dàxuéshēng] étudiant(e)|大学　 [dàxué] université|生日　 [shēngrì] date de naissanc…|出生　 [chūshēng] naître
学院|xuéyuàn|0	<center>institut (d'études)</center>		<center>学院|xuéyuàn</center>	b91e1ab498bedaa8cc616c7cc9c3d1f2.m4a			0		学院	<font size=12>学院</font> (xuéyuàn)||Mots associés :|同学　 [tóngxué] camarade de clas…|学　　 [xué] apprendre…|大学生 [dàxuéshēng] étudiant(e)|学生　 [xuéshéng] étudiant, élève|大学　 [dàxué] université|院　　 [yuàn] cour…
它|tā|0	<font size=5>▸ [字] il, elle (neutre)</font><color gray>|<font size=5>▸ [字] &#101;&#108;&#108;&#101;</font>|<font size=5>▸ [字] &#105;&#108;, &#108;&#117;&#105;</font></color>		<center>它|tā</center>	a9d2b00eace06e701519fe9966e7e16d.m4a			0	||<font size=4>▸ <font size=6>&#23427;</font> [tā] &#105;&#108;, &#101;&#108;&#108;&#101; (&#110;&#101;&#117;&#116;&#114;&#101;)|<color gray>▸ <font size=6>&#22905;</font> [tā] &#101;&#108;&#108;&#101;|▸ <font size=6>&#20182;</font> [tā] &#105;&#108;, &#108;&#117;&#105;</color></font>	它	<font size=12>它</font> (tā)|Mots associés :|它们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|它们　 [tāmen] ils…
它们|tāmen|0	<font size=5>▸  ils, elles (neutre)</font><color gray>|<font size=5>▸  &#105;&#108;&#115;, &#101;&#117;&#120;</font>|<font size=3><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#99;&#104;&#101;&#122; &#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; (&#108;&#105;&#116;&#116;. &#100;&#97;&#110;&#115; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#100;'&#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;). »</i></font>|<font size=5>▸  &#101;&#108;&#108;&#101;&#115;</font>|<font size=3><i>« &#69;&#108;&#108;&#101;&#115; &#110;&#101; &#115;&#111;&#110;&#116; &#112;&#97;&#115; &#97;&#109;&#105;&#101;&#115;. »</i></font></color>		<center>它们|tāmen</center>	f7daacb838a7bb5b3a4c98ba10583881.m4a			0	||<font size=4>▸ <font size=6>&#23427;&#20204;</font> [tāmen] &#105;&#108;&#115;, &#101;&#108;&#108;&#101;&#115; (&#110;&#101;&#117;&#116;&#114;&#101;)|<color gray>▸ <font size=6>&#20182;&#20204;</font> [tāmen] &#105;&#108;&#115;, &#101;&#117;&#120;|▸ <font size=6>&#22905;&#20204;</font> [tāmen] &#101;&#108;&#108;&#101;&#115;</color></font>	它们	<font size=12>它们</font> (tāmen)|Confusions possibles :|他们 [tāmen] ils, eux|她们 [tāmen] elles||Mots associés :|它们的 [tāmende] leur (possesseur…|它的　 [tāde] son…|它　　 [tā] il, elle (neutre)|们　　 [men] [suffixe du pluriel]|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们的 [wǒmende] notre, nos|我们　 [wǒmen] nous|你们的 [nǐmende] votre…|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)
它们的|tāmende|0	<center>leur (possesseur neutre)</center>		<center>它们的|tāmende</center>	0c98d285db89031e631166531cee2d98.m4a			0		它们的	<font size=12>它们的</font> (tāmende)|Confusions possibles :|他们的 [tāmende] leur (possesseur…|她们的 [tāmende] leur (possesseur…||Mots associés :|它的　 [tāde] son…|它们　 [tāmen] ils…|它　　 [tā] il, elle (neutre)|们　　 [men] [suffixe du pluriel]|她们的 [tāmende] leur (possesseur…|他们　 [tāmen] ils, eux|我们的 [wǒmende] notre, nos|我们　 [wǒmen] nous|你们的 [nǐmende] votre…|她们　 [tāmen] elles|他们的 [tāmende] leur (possesseur…|你们　 [nǐmen] vous (pluriel)|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|你的　 [nǐde] ton, tes|我的　 [wǒde] mon, mes
它的|tāde|0	<center>son, sa, ses (possesseur neutre)</center>		<center>它的|tāde</center>	c03e0bb39977e9d930508c6437ed7662.m4a			0		它的	<font size=12>它的</font> (tāde)|Confusions possibles :|他的 [tāde] son…|她的 [tāde] son…||Mots associés :|它们的 [tāmende] leur (possesseur…|它们　 [tāmen] ils…|它　　 [tā] il, elle (neutre)|的　　 [de] [particule reliant dé…|他的　 [tāde] son…|她的　 [tāde] son…|她们的 [tāmende] leur (possesseur…|他们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos|你的　 [nǐde] ton, tes|你们的 [nǐmende] votre…|我的　 [wǒde] mon, mes
家|jiā|0	<center><font size=5>maison</font></center>|<font size=4><i>« &#77;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#110;'&#101;&#115;&#116; &#112;&#97;&#115; &#103;&#114;&#97;&#110;&#100;&#101;. »</i></font>		<center>家|jiā</center>	fd70348f5363ee5bb722bb501855e2e4.m4a	|<font size=9>&#25105;<color yellow>&#23478;</color>&#19981;&#22823;。</font>	9481b021bbf31b148949e98f91200eee.m4a	1		家	<font size=12>家</font> (jiā)|Mots associés :|国家　 [guójiā] pays…|家人　 [jiārén] membres de la fam…|大家好 [dàjiā hǎo] bonjour tout l…
家人|jiārén|0	<center>membres de la famille</center>		<center>家人|jiārén</center>	0230dcc0d6297da43d6a378fd1026744.m4a			0		家人	<font size=12>家人</font> (jiārén)||Mots associés :|家　　 [jiā] maison|国家　 [guójiā] pays…|大家好 [dàjiā hǎo] bonjour tout l…|中国人 [zhōngguórén] un Chinois|德国人 [déguórén] allemand|人　　 [rén] une personne|法国人 [fǎguórén] français
对|duì|0	<center>juste, exact</center>		<center>对|duì</center>	f95aa7f129e9183211aeb789b1709c56.m4a			0		对	<font size=12>对</font> (duì)|Mots associés :|对　　 [duì] en face (en composit…|对不起 [duìbuqǐ] je suis désolé|对不起 [duìbuqǐ] excusez-moi (pou…
对|duì|1	<center>en face (en composition)</center>		<center>对|duì</center>	f95aa7f129e9183211aeb789b1709c56.m4a			0		对	<font size=12>对</font> (duì)|Mots associés :|对　　 [duì] juste, exact|对不起 [duìbuqǐ] je suis désolé|对不起 [duìbuqǐ] excusez-moi (pou…
对不起|duìbuqǐ|0	<center>je suis désolé</center>		<center>对不起|duìbuqǐ</center>	23deace47cdb70312fde59ef73210c22.m4a			0		对不起	<font size=12>对不起</font> (duìbuqǐ)|Confusions possibles :|对不起 [duìbuqǐ] excusez-moi (pou…||Mots associés :|对　　 [duì] en face (en composit…|对　　 [duì] juste, exact|对不起 [duìbuqǐ] excusez-moi (pou…|不　　 [bù] ne pas (être)|不用　 [búyòng] inutile…|不好　 [bùhǎo] (être) mauvais…
